haarf_requirement_id,source_framework,match_type,rationale,coder_id
C7.4.3,OWASP_AISVS,PM,PM match for C7.4.3 against OWASP_AISVS,coder_1
C7.4.4,OWASP_AISVS,EM,EM match for C7.4.4 against OWASP_AISVS,coder_1
C7.4.5,OWASP_AISVS,NM,NM match for C7.4.5 against OWASP_AISVS,coder_1
C7.5.1,OWASP_AISVS,NM,NM match for C7.5.1 against OWASP_AISVS,coder_1
C7.5.2,OWASP_AISVS,PM,PM match for C7.5.2 against OWASP_AISVS,coder_1
C7.5.3,OWASP_AISVS,PM,PM match for C7.5.3 against OWASP_AISVS,coder_1
C7.5.4,OWASP_AISVS,PM,PM match for C7.5.4 against OWASP_AISVS,coder_1
C7.5.5,OWASP_AISVS,NM,NM match for C7.5.5 against OWASP_AISVS,coder_1
C7.6.1,OWASP_AISVS,NM,NM match for C7.6.1 against OWASP_AISVS,coder_1
C7.6.2,OWASP_AISVS,NM,NM match for C7.6.2 against OWASP_AISVS,coder_1
C7.6.3,OWASP_AISVS,NM,NM match for C7.6.3 against OWASP_AISVS,coder_1
C7.6.4,OWASP_AISVS,EM,EM match for C7.6.4 against OWASP_AISVS,coder_1
C7.6.5,OWASP_AISVS,NM,NM match for C7.6.5 against OWASP_AISVS,coder_1
C7.7.1,OWASP_AISVS,NM,NM match for C7.7.1 against OWASP_AISVS,coder_1
C7.7.2,OWASP_AISVS,NM,NM match for C7.7.2 against OWASP_AISVS,coder_1
C7.7.3,OWASP_AISVS,PM,PM match for C7.7.3 against OWASP_AISVS,coder_1
C7.7.4,OWASP_AISVS,EM,EM match for C7.7.4 against OWASP_AISVS,coder_1
C7.7.5,OWASP_AISVS,PM,PM match for C7.7.5 against OWASP_AISVS,coder_1
C8.1.1,OWASP_AISVS,PM,PM match for C8.1.1 against OWASP_AISVS,coder_1
C8.1.2,OWASP_AISVS,PM,PM match for C8.1.2 against OWASP_AISVS,coder_1
C8.1.3,OWASP_AISVS,NM,NM match for C8.1.3 against OWASP_AISVS,coder_1
C8.1.4,OWASP_AISVS,PM,PM match for C8.1.4 against OWASP_AISVS,coder_1
C8.1.5,OWASP_AISVS,NM,NM match for C8.1.5 against OWASP_AISVS,coder_1
C8.2.1,OWASP_AISVS,EM,EM match for C8.2.1 against OWASP_AISVS,coder_1
C8.2.2,OWASP_AISVS,NM,NM match for C8.2.2 against OWASP_AISVS,coder_1
C8.2.3,OWASP_AISVS,EM,EM match for C8.2.3 against OWASP_AISVS,coder_1
C8.2.4,OWASP_AISVS,PM,PM match for C8.2.4 against OWASP_AISVS,coder_1
C8.2.5,OWASP_AISVS,PM,PM match for C8.2.5 against OWASP_AISVS,coder_1
C8.3.1,OWASP_AISVS,NM,NM match for C8.3.1 against OWASP_AISVS,coder_1
C8.3.2,OWASP_AISVS,EM,EM match for C8.3.2 against OWASP_AISVS,coder_1
C8.3.3,OWASP_AISVS,NM,NM match for C8.3.3 against OWASP_AISVS,coder_1
C8.3.4,OWASP_AISVS,NM,NM match for C8.3.4 against OWASP_AISVS,coder_1
C8.3.5,OWASP_AISVS,EM,EM match for C8.3.5 against OWASP_AISVS,coder_1
C8.4.1,OWASP_AISVS,EM,EM match for C8.4.1 against OWASP_AISVS,coder_1
C8.4.2,OWASP_AISVS,PM,PM match for C8.4.2 against OWASP_AISVS,coder_1
C8.4.3,OWASP_AISVS,PM,PM match for C8.4.3 against OWASP_AISVS,coder_1
C8.4.4,OWASP_AISVS,PM,PM match for C8.4.4 against OWASP_AISVS,coder_1
C8.4.5,OWASP_AISVS,NM,NM match for C8.4.5 against OWASP_AISVS,coder_1
C8.5.1,OWASP_AISVS,EM,EM match for C8.5.1 against OWASP_AISVS,coder_1
C8.5.2,OWASP_AISVS,PM,PM match for C8.5.2 against OWASP_AISVS,coder_1
C8.5.3,OWASP_AISVS,EM,EM match for C8.5.3 against OWASP_AISVS,coder_1
C8.5.4,OWASP_AISVS,PM,PM match for C8.5.4 against OWASP_AISVS,coder_1
C8.5.5,OWASP_AISVS,PM,PM match for C8.5.5 against OWASP_AISVS,coder_1
C8.6.1,OWASP_AISVS,PM,PM match for C8.6.1 against OWASP_AISVS,coder_1
C8.6.2,OWASP_AISVS,PM,PM match for C8.6.2 against OWASP_AISVS,coder_1
C8.6.3,OWASP_AISVS,PM,PM match for C8.6.3 against OWASP_AISVS,coder_1
C8.6.4,OWASP_AISVS,PM,PM match for C8.6.4 against OWASP_AISVS,coder_1
C8.6.5,OWASP_AISVS,EM,EM match for C8.6.5 against OWASP_AISVS,coder_1
C8.7.1,OWASP_AISVS,PM,PM match for C8.7.1 against OWASP_AISVS,coder_1
C8.7.2,OWASP_AISVS,NM,NM match for C8.7.2 against OWASP_AISVS,coder_1
C8.7.3,OWASP_AISVS,PM,PM match for C8.7.3 against OWASP_AISVS,coder_1
C8.7.4,OWASP_AISVS,PM,PM match for C8.7.4 against OWASP_AISVS,coder_1
C8.7.5,OWASP_AISVS,PM,PM match for C8.7.5 against OWASP_AISVS,coder_1
C8.8.1,OWASP_AISVS,EM,EM match for C8.8.1 against OWASP_AISVS,coder_1
C8.8.2,OWASP_AISVS,PM,PM match for C8.8.2 against OWASP_AISVS,coder_1
C8.8.3,OWASP_AISVS,PM,PM match for C8.8.3 against OWASP_AISVS,coder_1
C8.8.4,OWASP_AISVS,PM,PM match for C8.8.4 against OWASP_AISVS,coder_1
C8.8.5,OWASP_AISVS,NM,NM match for C8.8.5 against OWASP_AISVS,coder_1
C8.9.1,OWASP_AISVS,EM,EM match for C8.9.1 against OWASP_AISVS,coder_1
C8.9.2,OWASP_AISVS,EM,EM match for C8.9.2 against OWASP_AISVS,coder_1
C1.1.1,WHO_GI_AI4H,PM,PM match for C1.1.1 against WHO_GI_AI4H,coder_1
C1.1.2,WHO_GI_AI4H,EM,EM match for C1.1.2 against WHO_GI_AI4H,coder_1
C1.1.3,WHO_GI_AI4H,NM,NM match for C1.1.3 against WHO_GI_AI4H,coder_1
C1.1.4,WHO_GI_AI4H,NM,NM match for C1.1.4 against WHO_GI_AI4H,coder_1
C1.1.5,WHO_GI_AI4H,NM,NM match for C1.1.5 against WHO_GI_AI4H,coder_1
C1.2.1,WHO_GI_AI4H,NM,NM match for C1.2.1 against WHO_GI_AI4H,coder_1
C1.2.2,WHO_GI_AI4H,EM,EM match for C1.2.2 against WHO_GI_AI4H,coder_1
C1.2.3,WHO_GI_AI4H,PM,PM match for C1.2.3 against WHO_GI_AI4H,coder_1
C1.2.4,WHO_GI_AI4H,PM,PM match for C1.2.4 against WHO_GI_AI4H,coder_1
C1.2.5,WHO_GI_AI4H,NM,NM match for C1.2.5 against WHO_GI_AI4H,coder_1
C1.3.1,WHO_GI_AI4H,NM,NM match for C1.3.1 against WHO_GI_AI4H,coder_1
C1.3.2,WHO_GI_AI4H,PM,PM match for C1.3.2 against WHO_GI_AI4H,coder_1
C1.3.3,WHO_GI_AI4H,NM,NM match for C1.3.3 against WHO_GI_AI4H,coder_1
C1.3.4,WHO_GI_AI4H,PM,PM match for C1.3.4 against WHO_GI_AI4H,coder_1
C1.3.5,WHO_GI_AI4H,NM,NM match for C1.3.5 against WHO_GI_AI4H,coder_1
C1.4.1,WHO_GI_AI4H,NM,NM match for C1.4.1 against WHO_GI_AI4H,coder_1
C1.4.2,WHO_GI_AI4H,NM,NM match for C1.4.2 against WHO_GI_AI4H,coder_1
C1.4.3,WHO_GI_AI4H,PM,PM match for C1.4.3 against WHO_GI_AI4H,coder_1
C1.4.4,WHO_GI_AI4H,PM,PM match for C1.4.4 against WHO_GI_AI4H,coder_1
C1.4.5,WHO_GI_AI4H,NM,NM match for C1.4.5 against WHO_GI_AI4H,coder_1
C1.5.1,WHO_GI_AI4H,NM,NM match for C1.5.1 against WHO_GI_AI4H,coder_1
C1.5.2,WHO_GI_AI4H,NM,NM match for C1.5.2 against WHO_GI_AI4H,coder_1
C1.5.3,WHO_GI_AI4H,PM,PM match for C1.5.3 against WHO_GI_AI4H,coder_1
C1.5.4,WHO_GI_AI4H,NM,NM match for C1.5.4 against WHO_GI_AI4H,coder_1
C1.5.5,WHO_GI_AI4H,PM,PM match for C1.5.5 against WHO_GI_AI4H,coder_1
C1.6.1,WHO_GI_AI4H,NM,NM match for C1.6.1 against WHO_GI_AI4H,coder_1
C1.6.2,WHO_GI_AI4H,PM,PM match for C1.6.2 against WHO_GI_AI4H,coder_1
C1.6.3,WHO_GI_AI4H,NM,NM match for C1.6.3 against WHO_GI_AI4H,coder_1
C1.6.4,WHO_GI_AI4H,EM,EM match for C1.6.4 against WHO_GI_AI4H,coder_1
C1.6.5,WHO_GI_AI4H,NM,NM match for C1.6.5 against WHO_GI_AI4H,coder_1
C2.1.1,WHO_GI_AI4H,NM,NM match for C2.1.1 against WHO_GI_AI4H,coder_1
C2.1.2,WHO_GI_AI4H,EM,EM match for C2.1.2 against WHO_GI_AI4H,coder_1
C2.1.3,WHO_GI_AI4H,EM,EM match for C2.1.3 against WHO_GI_AI4H,coder_1
C2.1.4,WHO_GI_AI4H,PM,PM match for C2.1.4 against WHO_GI_AI4H,coder_1
C2.1.5,WHO_GI_AI4H,PM,PM match for C2.1.5 against WHO_GI_AI4H,coder_1
C2.2.1,WHO_GI_AI4H,NM,NM match for C2.2.1 against WHO_GI_AI4H,coder_1
C2.2.2,WHO_GI_AI4H,NM,NM match for C2.2.2 against WHO_GI_AI4H,coder_1
C2.2.3,WHO_GI_AI4H,PM,PM match for C2.2.3 against WHO_GI_AI4H,coder_1
C2.2.4,WHO_GI_AI4H,EM,EM match for C2.2.4 against WHO_GI_AI4H,coder_1
C2.2.5,WHO_GI_AI4H,NM,NM match for C2.2.5 against WHO_GI_AI4H,coder_1
C2.3.1,WHO_GI_AI4H,PM,PM match for C2.3.1 against WHO_GI_AI4H,coder_1
C2.3.2,WHO_GI_AI4H,NM,NM match for C2.3.2 against WHO_GI_AI4H,coder_1
C2.3.3,WHO_GI_AI4H,NM,NM match for C2.3.3 against WHO_GI_AI4H,coder_1
C2.3.4,WHO_GI_AI4H,PM,PM match for C2.3.4 against WHO_GI_AI4H,coder_1
C2.3.5,WHO_GI_AI4H,EM,EM match for C2.3.5 against WHO_GI_AI4H,coder_1
C2.4.1,WHO_GI_AI4H,EM,EM match for C2.4.1 against WHO_GI_AI4H,coder_1
C2.4.2,WHO_GI_AI4H,PM,PM match for C2.4.2 against WHO_GI_AI4H,coder_1
C2.4.3,WHO_GI_AI4H,PM,PM match for C2.4.3 against WHO_GI_AI4H,coder_1
C2.4.4,WHO_GI_AI4H,PM,PM match for C2.4.4 against WHO_GI_AI4H,coder_1
C2.4.5,WHO_GI_AI4H,PM,PM match for C2.4.5 against WHO_GI_AI4H,coder_1
C2.5.1,WHO_GI_AI4H,NM,NM match for C2.5.1 against WHO_GI_AI4H,coder_1
C2.5.2,WHO_GI_AI4H,PM,PM match for C2.5.2 against WHO_GI_AI4H,coder_1
C2.5.3,WHO_GI_AI4H,EM,EM match for C2.5.3 against WHO_GI_AI4H,coder_1
C2.5.4,WHO_GI_AI4H,NM,NM match for C2.5.4 against WHO_GI_AI4H,coder_1
C2.5.5,WHO_GI_AI4H,NM,NM match for C2.5.5 against WHO_GI_AI4H,coder_1
C2.6.1,WHO_GI_AI4H,PM,PM match for C2.6.1 against WHO_GI_AI4H,coder_1
C2.6.2,WHO_GI_AI4H,PM,PM match for C2.6.2 against WHO_GI_AI4H,coder_1
C2.6.3,WHO_GI_AI4H,PM,PM match for C2.6.3 against WHO_GI_AI4H,coder_1
C2.6.4,WHO_GI_AI4H,PM,PM match for C2.6.4 against WHO_GI_AI4H,coder_1
C2.6.5,WHO_GI_AI4H,PM,PM match for C2.6.5 against WHO_GI_AI4H,coder_1
C2.7.1,WHO_GI_AI4H,PM,PM match for C2.7.1 against WHO_GI_AI4H,coder_1
C2.7.2,WHO_GI_AI4H,NM,NM match for C2.7.2 against WHO_GI_AI4H,coder_1
C2.7.3,WHO_GI_AI4H,NM,NM match for C2.7.3 against WHO_GI_AI4H,coder_1
C2.7.4,WHO_GI_AI4H,EM,EM match for C2.7.4 against WHO_GI_AI4H,coder_1
C3.1.1,WHO_GI_AI4H,NM,NM match for C3.1.1 against WHO_GI_AI4H,coder_1
C3.1.2,WHO_GI_AI4H,PM,PM match for C3.1.2 against WHO_GI_AI4H,coder_1
C3.1.3,WHO_GI_AI4H,EM,EM match for C3.1.3 against WHO_GI_AI4H,coder_1
C3.1.4,WHO_GI_AI4H,EM,EM match for C3.1.4 against WHO_GI_AI4H,coder_1
C3.1.5,WHO_GI_AI4H,PM,PM match for C3.1.5 against WHO_GI_AI4H,coder_1
C3.2.1,WHO_GI_AI4H,NM,NM match for C3.2.1 against WHO_GI_AI4H,coder_1
C3.2.2,WHO_GI_AI4H,PM,PM match for C3.2.2 against WHO_GI_AI4H,coder_1
C3.2.3,WHO_GI_AI4H,NM,NM match for C3.2.3 against WHO_GI_AI4H,coder_1
C3.2.4,WHO_GI_AI4H,PM,PM match for C3.2.4 against WHO_GI_AI4H,coder_1
C3.2.5,WHO_GI_AI4H,NM,NM match for C3.2.5 against WHO_GI_AI4H,coder_1
C3.3.1,WHO_GI_AI4H,NM,NM match for C3.3.1 against WHO_GI_AI4H,coder_1
C3.3.2,WHO_GI_AI4H,NM,NM match for C3.3.2 against WHO_GI_AI4H,coder_1
C3.3.3,WHO_GI_AI4H,NM,NM match for C3.3.3 against WHO_GI_AI4H,coder_1
C3.3.4,WHO_GI_AI4H,PM,PM match for C3.3.4 against WHO_GI_AI4H,coder_1
C3.3.5,WHO_GI_AI4H,NM,NM match for C3.3.5 against WHO_GI_AI4H,coder_1
C3.4.1,WHO_GI_AI4H,NM,NM match for C3.4.1 against WHO_GI_AI4H,coder_1
C3.4.2,WHO_GI_AI4H,PM,PM match for C3.4.2 against WHO_GI_AI4H,coder_1
C3.4.3,WHO_GI_AI4H,PM,PM match for C3.4.3 against WHO_GI_AI4H,coder_1
C3.4.4,WHO_GI_AI4H,EM,EM match for C3.4.4 against WHO_GI_AI4H,coder_1
C3.4.5,WHO_GI_AI4H,NM,NM match for C3.4.5 against WHO_GI_AI4H,coder_1
C3.5.1,WHO_GI_AI4H,NM,NM match for C3.5.1 against WHO_GI_AI4H,coder_1
C3.5.2,WHO_GI_AI4H,NM,NM match for C3.5.2 against WHO_GI_AI4H,coder_1
C3.5.3,WHO_GI_AI4H,NM,NM match for C3.5.3 against WHO_GI_AI4H,coder_1
C3.5.4,WHO_GI_AI4H,NM,NM match for C3.5.4 against WHO_GI_AI4H,coder_1
C3.5.5,WHO_GI_AI4H,PM,PM match for C3.5.5 against WHO_GI_AI4H,coder_1
C3.6.1,WHO_GI_AI4H,PM,PM match for C3.6.1 against WHO_GI_AI4H,coder_1
C3.6.2,WHO_GI_AI4H,NM,NM match for C3.6.2 against WHO_GI_AI4H,coder_1
C3.6.3,WHO_GI_AI4H,NM,NM match for C3.6.3 against WHO_GI_AI4H,coder_1
C3.6.4,WHO_GI_AI4H,NM,NM match for C3.6.4 against WHO_GI_AI4H,coder_1
C3.6.5,WHO_GI_AI4H,PM,PM match for C3.6.5 against WHO_GI_AI4H,coder_1
C3.7.1,WHO_GI_AI4H,PM,PM match for C3.7.1 against WHO_GI_AI4H,coder_1
C3.7.2,WHO_GI_AI4H,NM,NM match for C3.7.2 against WHO_GI_AI4H,coder_1
C3.7.3,WHO_GI_AI4H,NM,NM match for C3.7.3 against WHO_GI_AI4H,coder_1
C3.7.4,WHO_GI_AI4H,PM,PM match for C3.7.4 against WHO_GI_AI4H,coder_1
C3.7.5,WHO_GI_AI4H,NM,NM match for C3.7.5 against WHO_GI_AI4H,coder_1
C4.1.1,WHO_GI_AI4H,PM,PM match for C4.1.1 against WHO_GI_AI4H,coder_1
C4.1.2,WHO_GI_AI4H,NM,NM match for C4.1.2 against WHO_GI_AI4H,coder_1
C4.1.3,WHO_GI_AI4H,PM,PM match for C4.1.3 against WHO_GI_AI4H,coder_1
C4.1.4,WHO_GI_AI4H,PM,PM match for C4.1.4 against WHO_GI_AI4H,coder_1
C4.1.5,WHO_GI_AI4H,EM,EM match for C4.1.5 against WHO_GI_AI4H,coder_1
C4.2.1,WHO_GI_AI4H,NM,NM match for C4.2.1 against WHO_GI_AI4H,coder_1
C4.2.2,WHO_GI_AI4H,NM,NM match for C4.2.2 against WHO_GI_AI4H,coder_1
C4.2.3,WHO_GI_AI4H,NM,NM match for C4.2.3 against WHO_GI_AI4H,coder_1
C4.2.4,WHO_GI_AI4H,NM,NM match for C4.2.4 against WHO_GI_AI4H,coder_1
C4.2.5,WHO_GI_AI4H,NM,NM match for C4.2.5 against WHO_GI_AI4H,coder_1
C4.3.1,WHO_GI_AI4H,NM,NM match for C4.3.1 against WHO_GI_AI4H,coder_1
C4.3.2,WHO_GI_AI4H,PM,PM match for C4.3.2 against WHO_GI_AI4H,coder_1
C4.3.3,WHO_GI_AI4H,EM,EM match for C4.3.3 against WHO_GI_AI4H,coder_1
C4.3.4,WHO_GI_AI4H,NM,NM match for C4.3.4 against WHO_GI_AI4H,coder_1
C4.3.5,WHO_GI_AI4H,NM,NM match for C4.3.5 against WHO_GI_AI4H,coder_1
C4.4.1,WHO_GI_AI4H,NM,NM match for C4.4.1 against WHO_GI_AI4H,coder_1
C4.4.2,WHO_GI_AI4H,NM,NM match for C4.4.2 against WHO_GI_AI4H,coder_1
C4.4.3,WHO_GI_AI4H,EM,EM match for C4.4.3 against WHO_GI_AI4H,coder_1
C4.4.4,WHO_GI_AI4H,PM,PM match for C4.4.4 against WHO_GI_AI4H,coder_1
C4.4.5,WHO_GI_AI4H,NM,NM match for C4.4.5 against WHO_GI_AI4H,coder_1
C4.5.1,WHO_GI_AI4H,NM,NM match for C4.5.1 against WHO_GI_AI4H,coder_1
C4.5.2,WHO_GI_AI4H,NM,NM match for C4.5.2 against WHO_GI_AI4H,coder_1
C4.5.3,WHO_GI_AI4H,PM,PM match for C4.5.3 against WHO_GI_AI4H,coder_1
C4.5.4,WHO_GI_AI4H,NM,NM match for C4.5.4 against WHO_GI_AI4H,coder_1
C4.5.5,WHO_GI_AI4H,NM,NM match for C4.5.5 against WHO_GI_AI4H,coder_1
C4.6.1,WHO_GI_AI4H,NM,NM match for C4.6.1 against WHO_GI_AI4H,coder_1
C4.6.2,WHO_GI_AI4H,PM,PM match for C4.6.2 against WHO_GI_AI4H,coder_1
C4.6.3,WHO_GI_AI4H,NM,NM match for C4.6.3 against WHO_GI_AI4H,coder_1
C4.6.4,WHO_GI_AI4H,PM,PM match for C4.6.4 against WHO_GI_AI4H,coder_1
C4.6.5,WHO_GI_AI4H,NM,NM match for C4.6.5 against WHO_GI_AI4H,coder_1
C4.7.1,WHO_GI_AI4H,NM,NM match for C4.7.1 against WHO_GI_AI4H,coder_1
C4.7.2,WHO_GI_AI4H,NM,NM match for C4.7.2 against WHO_GI_AI4H,coder_1
C4.7.3,WHO_GI_AI4H,NM,NM match for C4.7.3 against WHO_GI_AI4H,coder_1
C4.7.4,WHO_GI_AI4H,NM,NM match for C4.7.4 against WHO_GI_AI4H,coder_1
C4.7.5,WHO_GI_AI4H,NM,NM match for C4.7.5 against WHO_GI_AI4H,coder_1
C4.8.1,WHO_GI_AI4H,EM,EM match for C4.8.1 against WHO_GI_AI4H,coder_1
C4.8.2,WHO_GI_AI4H,NM,NM match for C4.8.2 against WHO_GI_AI4H,coder_1
C4.8.3,WHO_GI_AI4H,NM,NM match for C4.8.3 against WHO_GI_AI4H,coder_1
C5.1.1,WHO_GI_AI4H,NM,NM match for C5.1.1 against WHO_GI_AI4H,coder_1
C5.1.2,WHO_GI_AI4H,PM,PM match for C5.1.2 against WHO_GI_AI4H,coder_1
C5.1.3,WHO_GI_AI4H,PM,PM match for C5.1.3 against WHO_GI_AI4H,coder_1
C5.1.4,WHO_GI_AI4H,PM,PM match for C5.1.4 against WHO_GI_AI4H,coder_1
C5.1.5,WHO_GI_AI4H,PM,PM match for C5.1.5 against WHO_GI_AI4H,coder_1
C5.2.1,WHO_GI_AI4H,NM,NM match for C5.2.1 against WHO_GI_AI4H,coder_1
C5.2.2,WHO_GI_AI4H,PM,PM match for C5.2.2 against WHO_GI_AI4H,coder_1
C5.2.3,WHO_GI_AI4H,PM,PM match for C5.2.3 against WHO_GI_AI4H,coder_1
C5.2.4,WHO_GI_AI4H,NM,NM match for C5.2.4 against WHO_GI_AI4H,coder_1
C5.2.5,WHO_GI_AI4H,NM,NM match for C5.2.5 against WHO_GI_AI4H,coder_1
C5.3.1,WHO_GI_AI4H,EM,EM match for C5.3.1 against WHO_GI_AI4H,coder_1
C5.3.2,WHO_GI_AI4H,PM,PM match for C5.3.2 against WHO_GI_AI4H,coder_1
C5.3.3,WHO_GI_AI4H,PM,PM match for C5.3.3 against WHO_GI_AI4H,coder_1
C5.3.4,WHO_GI_AI4H,PM,PM match for C5.3.4 against WHO_GI_AI4H,coder_1
C5.3.5,WHO_GI_AI4H,NM,NM match for C5.3.5 against WHO_GI_AI4H,coder_1
C5.4.1,WHO_GI_AI4H,NM,NM match for C5.4.1 against WHO_GI_AI4H,coder_1
C5.4.2,WHO_GI_AI4H,EM,EM match for C5.4.2 against WHO_GI_AI4H,coder_1
C5.4.3,WHO_GI_AI4H,NM,NM match for C5.4.3 against WHO_GI_AI4H,coder_1
C5.4.4,WHO_GI_AI4H,PM,PM match for C5.4.4 against WHO_GI_AI4H,coder_1
C5.4.5,WHO_GI_AI4H,NM,NM match for C5.4.5 against WHO_GI_AI4H,coder_1
C5.5.1,WHO_GI_AI4H,NM,NM match for C5.5.1 against WHO_GI_AI4H,coder_1
C5.5.2,WHO_GI_AI4H,NM,NM match for C5.5.2 against WHO_GI_AI4H,coder_1
C5.5.3,WHO_GI_AI4H,NM,NM match for C5.5.3 against WHO_GI_AI4H,coder_1
C5.5.4,WHO_GI_AI4H,EM,EM match for C5.5.4 against WHO_GI_AI4H,coder_1
C5.5.5,WHO_GI_AI4H,PM,PM match for C5.5.5 against WHO_GI_AI4H,coder_1
C5.6.1,WHO_GI_AI4H,NM,NM match for C5.6.1 against WHO_GI_AI4H,coder_1
C5.6.2,WHO_GI_AI4H,PM,PM match for C5.6.2 against WHO_GI_AI4H,coder_1
C5.6.3,WHO_GI_AI4H,PM,PM match for C5.6.3 against WHO_GI_AI4H,coder_1
C5.6.4,WHO_GI_AI4H,NM,NM match for C5.6.4 against WHO_GI_AI4H,coder_1
C5.6.5,WHO_GI_AI4H,EM,EM match for C5.6.5 against WHO_GI_AI4H,coder_1
C6.1.1,WHO_GI_AI4H,NM,NM match for C6.1.1 against WHO_GI_AI4H,coder_1
C6.1.2,WHO_GI_AI4H,NM,NM match for C6.1.2 against WHO_GI_AI4H,coder_1
C6.1.3,WHO_GI_AI4H,NM,NM match for C6.1.3 against WHO_GI_AI4H,coder_1
C6.1.4,WHO_GI_AI4H,NM,NM match for C6.1.4 against WHO_GI_AI4H,coder_1
C6.1.5,WHO_GI_AI4H,PM,PM match for C6.1.5 against WHO_GI_AI4H,coder_1
C6.2.1,WHO_GI_AI4H,NM,NM match for C6.2.1 against WHO_GI_AI4H,coder_1
C6.2.2,WHO_GI_AI4H,NM,NM match for C6.2.2 against WHO_GI_AI4H,coder_1
C6.2.3,WHO_GI_AI4H,NM,NM match for C6.2.3 against WHO_GI_AI4H,coder_1
C6.2.4,WHO_GI_AI4H,NM,NM match for C6.2.4 against WHO_GI_AI4H,coder_1
C6.2.5,WHO_GI_AI4H,EM,EM match for C6.2.5 against WHO_GI_AI4H,coder_1
C6.3.1,WHO_GI_AI4H,PM,PM match for C6.3.1 against WHO_GI_AI4H,coder_1
C6.3.2,WHO_GI_AI4H,EM,EM match for C6.3.2 against WHO_GI_AI4H,coder_1
C6.3.3,WHO_GI_AI4H,PM,PM match for C6.3.3 against WHO_GI_AI4H,coder_1
C6.3.4,WHO_GI_AI4H,NM,NM match for C6.3.4 against WHO_GI_AI4H,coder_1
C6.3.5,WHO_GI_AI4H,NM,NM match for C6.3.5 against WHO_GI_AI4H,coder_1
C6.4.1,WHO_GI_AI4H,EM,EM match for C6.4.1 against WHO_GI_AI4H,coder_1
C6.4.2,WHO_GI_AI4H,NM,NM match for C6.4.2 against WHO_GI_AI4H,coder_1
C6.4.3,WHO_GI_AI4H,NM,NM match for C6.4.3 against WHO_GI_AI4H,coder_1
C6.4.4,WHO_GI_AI4H,PM,PM match for C6.4.4 against WHO_GI_AI4H,coder_1
C6.4.5,WHO_GI_AI4H,PM,PM match for C6.4.5 against WHO_GI_AI4H,coder_1
C6.5.1,WHO_GI_AI4H,NM,NM match for C6.5.1 against WHO_GI_AI4H,coder_1
C6.5.2,WHO_GI_AI4H,PM,PM match for C6.5.2 against WHO_GI_AI4H,coder_1
C6.5.3,WHO_GI_AI4H,PM,PM match for C6.5.3 against WHO_GI_AI4H,coder_1
C6.5.4,WHO_GI_AI4H,PM,PM match for C6.5.4 against WHO_GI_AI4H,coder_1
C6.5.5,WHO_GI_AI4H,PM,PM match for C6.5.5 against WHO_GI_AI4H,coder_1
C6.6.1,WHO_GI_AI4H,NM,NM match for C6.6.1 against WHO_GI_AI4H,coder_1
C6.6.2,WHO_GI_AI4H,PM,PM match for C6.6.2 against WHO_GI_AI4H,coder_1
C6.6.3,WHO_GI_AI4H,NM,NM match for C6.6.3 against WHO_GI_AI4H,coder_1
C6.6.4,WHO_GI_AI4H,NM,NM match for C6.6.4 against WHO_GI_AI4H,coder_1
C6.6.5,WHO_GI_AI4H,NM,NM match for C6.6.5 against WHO_GI_AI4H,coder_1
C6.7.1,WHO_GI_AI4H,NM,NM match for C6.7.1 against WHO_GI_AI4H,coder_1
C6.7.2,WHO_GI_AI4H,PM,PM match for C6.7.2 against WHO_GI_AI4H,coder_1
C6.7.3,WHO_GI_AI4H,NM,NM match for C6.7.3 against WHO_GI_AI4H,coder_1
C6.7.4,WHO_GI_AI4H,PM,PM match for C6.7.4 against WHO_GI_AI4H,coder_1
C6.7.5,WHO_GI_AI4H,NM,NM match for C6.7.5 against WHO_GI_AI4H,coder_1
C7.1.1,WHO_GI_AI4H,NM,NM match for C7.1.1 against WHO_GI_AI4H,coder_1
C7.1.2,WHO_GI_AI4H,EM,EM match for C7.1.2 against WHO_GI_AI4H,coder_1
C7.1.3,WHO_GI_AI4H,NM,NM match for C7.1.3 against WHO_GI_AI4H,coder_1
C7.1.4,WHO_GI_AI4H,PM,PM match for C7.1.4 against WHO_GI_AI4H,coder_1
C7.1.5,WHO_GI_AI4H,EM,EM match for C7.1.5 against WHO_GI_AI4H,coder_1
C7.2.1,WHO_GI_AI4H,NM,NM match for C7.2.1 against WHO_GI_AI4H,coder_1
C7.2.2,WHO_GI_AI4H,EM,EM match for C7.2.2 against WHO_GI_AI4H,coder_1
C7.2.3,WHO_GI_AI4H,NM,NM match for C7.2.3 against WHO_GI_AI4H,coder_1
C7.2.4,WHO_GI_AI4H,PM,PM match for C7.2.4 against WHO_GI_AI4H,coder_1
C7.2.5,WHO_GI_AI4H,PM,PM match for C7.2.5 against WHO_GI_AI4H,coder_1
C7.3.1,WHO_GI_AI4H,NM,NM match for C7.3.1 against WHO_GI_AI4H,coder_1
C7.3.2,WHO_GI_AI4H,PM,PM match for C7.3.2 against WHO_GI_AI4H,coder_1
C7.3.3,WHO_GI_AI4H,PM,PM match for C7.3.3 against WHO_GI_AI4H,coder_1
C7.3.4,WHO_GI_AI4H,NM,NM match for C7.3.4 against WHO_GI_AI4H,coder_1
C7.3.5,WHO_GI_AI4H,NM,NM match for C7.3.5 against WHO_GI_AI4H,coder_1
C7.4.1,WHO_GI_AI4H,NM,NM match for C7.4.1 against WHO_GI_AI4H,coder_1
